product_id,gender,category,article_type,base_colour,occasion,available_sizes,pattern,sleeve_type,neck_type,material,style,description,price,image_path
P777,Women,Ethnic Wear,Kurta Set,Yellow,Party and Wedding,"S, M, L, XL, XXL",Floral Print,Three-Quarter Sleeves,Round Neck,Cotton,Ethnic,"Yellow cotton kurta set with white floral embroidery, matching pants, cream dupatta.",4010,Images/P777.jpg
P778,Women,Ethnic Wear,Kurti,White,Casual,"S, M, L, XL, XXL",Chikankari Embroidery,Three-Quarter Sleeves,Keyhole Neck,Cotton,Ethnic,"White chikankari kurti with intricate thread embroidery, keyhole neckline.",1120,Images/P778.jpg
P779,Women,Topwear,Sweater,Green,Casual,"S, M, L, XL",Floral Embroidered,Full Sleeve,Round Neck,Wool Blend,Casual,Olive green cable-knit sweater with colorful floral embroidery on the front.,6900,Images/P779.jpg
P780,Women,Ethnic Wear,Kurta,Grey,Party and Wedding,"S, M, L, XL/XXL",Sequined Stripes,Full Sleeve,Round Neck,Georgette,Party Wear,"Grey salwar kameez set with vertical sequin-embellished stripes, flared palazzo pants.",3080,Images/P780.jpg
P781,Women,Ethnic Wear,Dupatta,Maroon,Festive,Free Size,Embroidered,NA,NA,Chiffon,Ethnic,Maroon chiffon dupatta with gold leaf-shaped embroidery motifs.,710,Images/P781.jpg
P783,Women,Bottomwear,Trousers,Red,Casual,"XS, S, M, L, XL/XXXXL",Solid,NA,NA,Cotton,Casual,"Red straight-fit cotton trousers with flat front, tapered ankle-length hem.",650,Images/P783.jpg
P784,Women,Tops,Sweater,Peach,Casual,"XS, S, M, L, XL/XXXL",Solid,Full Sleeves,Round Neck,Wool Blend,Oversized,Peach-colored ribbed knit crew neck sweater with oversized relaxed fit.,1260,Images/P784.jpg
P785,Women,Ethnic Wear,Kurta,Pink,Party and Wedding,"S, M, L, XL, XXL",Embroidered,Three-Quarter Sleeves,Round Neck with Keyhole,Cotton,A-Line,Pink cotton kurta with white chikankari embroidery on yoke and hem.,2930,Images/P785.jpg
P786,Women,Bottomwear,Shorts,Black,Casual,"XS, S, M, L, XL/XXXL",Solid,NA,NA,Denim,High-Rise,"Black high-waisted denim shorts with double-button closure, rolled cuffs.",6020,Images/P786.jpg
P787,Women,Bottomwear,Pants,White,Casual,"XS, S, M, L, XL/XXXXL",Solid,NA,NA,Cotton,Wide-Leg,"White cotton palazzo pants with elastic drawstring waist, embroidered lace trim.",1430,Images/P787.jpg
P788,Women,Bottomwear,Pants,Black,Casual,"XS, S, M, L, XL/XXXL",Solid,NA,NA,Viscose,Wide-Leg,"Black wide-leg palazzo pants with elastic waistband, flowy silhouette.",3220,Images/P788.jpg
P789,Women,Topwear,Blouse,White,Casual,"S,M,L,XL/XXL",Solid,Elbow Sleeve,Round Neck,Cotton Blend,Contemporary,"White blouse with front bow tie detail, puff elbow sleeves.",6660,Images/P789.jpg
P790,Women,Ethnic Wear,Kurta,Mint Green,Party and Wedding,"S,M,L,XL,XXL",Embroidered,Three-Quarter Sleeve,Round Neck,Cotton,Traditional,Mint green cotton kurta with embroidered circular floral motifs.,1050,Images/P790.jpg
P791,Women,Ethnic Wear,Kurta,Yellow,Party and Wedding,Free Size,Printed,N/A,N/A,Cotton,Bohemian,Yellow cotton dupatta with multicolor zigzag and geometric prints.,610,Images/P791.jpg
P792,Women,Outerwear,Jacket,Blue,Casual,"S,M,L,XL",Solid,Full Sleeve,Collar Neck,Denim,Western,"Blue washed denim jacket with button-down front, pearl and metallic bead embellishments.",1440,Images/P792.jpg
P793,Women,Ethnic Wear,Kurta Set,Yellow,Party and Wedding,"S,M,L,XL,XXL",Printed,Three-Quarter Sleeve,Keyhole Neck,Cotton,Traditional,"Yellow and white cotton anarkali kurta set with floral block print, sharara pants.",1640,Images/P793.jpg
P794,Women,Clothing,Shrug,Navy Blue,Casual,"S, M, L, XL, XXL",Floral Print,3/4 Sleeve,V-Neck,Georgette,Open Front Kimono,"Navy blue printed shrug with floral patterns, open front design.",500,Images/P794.jpg
P795,Women,Clothing,Skirt,Dark Green,Casual,"S, M, L, XL, XXL",Solid,Sleeveless,N/A,Rayon,Maxi Skirt,"Dark green maxi skirt with elastic waistband, full-length flowing design.",1690,Images/P795.jpg
P796,Women,Clothing,Jacket,Grey,Casual,"S, M, L, XL, XXL",Houndstooth,Long Sleeve,Round Neck,Knit,Open Front Jacket,Grey and beige houndstooth pattern jacket with open front design.,1670,Images/P796.jpg
P797,Women,Clothing,Shrug,Red,Party,"S, M, L, XL, XXL",Lace,3/4 Sleeve,V-Neck,Lace,Open Front Shrug,"Red lace shrug with sequin embellishments, open front design.",1710,Images/P797.jpg
P798,Women,Clothing,Top,Red,Casual,"S, M, L, XL, XXL",Floral Print,Sleeveless,V-Neck,Cotton,Peplum Top,Red floral printed sleeveless peplum top with V-neckline.,890,Images/P798.jpg
P799,Women,Bottomwear,Palazzo Pants,White,Casual,"S, M, L, XL, XXL",Eyelet Embroidery,N/A,N/A,Cotton,Ethnic Fusion,"White cotton palazzo pants with chikankari eyelet embroidery, scalloped hem.",1390,Images/P799.jpg
P800,Women,Western Wear,Jumpsuit,Maroon,Party,"XS, S, M, L, XL",Solid,Three-Fourth Puff Sleeves,Boat Neck,Crepe,Contemporary,"Maroon crepe jumpsuit with boat neck, puff sleeves, self-tie belt.",1040,Images/P800.jpg
P801,Women,Bottomwear,Skirt,Peach,Casual,"XS, S, M, L, XL",Solid,N/A,N/A,Cotton Blend,Contemporary,Peach wrap-style mini skirt with self-tie bow waistband.,930,Images/P801.jpg
P802,Women,Bottomwear,Palazzo Pants,Blue,Casual,"S, M, L, XL, XXL",Abstract Print,N/A,N/A,Viscose,Contemporary,High-waisted palazzo pants in blue and white abstract wavy print.,1050,Images/P802.jpg
P803,Women,Ethnic Wear,Lehenga Choli Set,Multi,Party and Wedding,"S, M, L, XL, XXL",Geometric Print,Three-Fourth Sleeves,Round Neck,Art Silk,Traditional,"Printed lehenga choli set with orange blouse, multicoloured geometric print skirt.",3850,Images/P803.jpg
P804,Women,Ethnic Wear,Sharara Set,Teal Blue,Party,"S, M, L, XL, XXL",Gold Foil Print,Sleeveless,Round Neck,Georgette,Traditional,"Teal blue sleeveless kurta with gold foil print, flared sharara pants, matching dupatta.",5470,Images/P804.jpg
P805,Women,Ethnic Wear,Salwar Suit Set,Grey,Party,"S, M, L, XL, XXL",Floral Embroidery,Three-Quarter,V-Neck,Silk,Elegant,"Grey silk kurta with teal and rust floral embroidery, matching pants and dupatta.",2250,Images/P805.jpg
P806,Women,Ethnic Wear,Saree,Teal Green,Party and Wedding,Free Size/XXL,Striped,Three-Quarter,Round Neck,Cotton,Traditional,"Teal green cotton saree with multicolored vertical stripes, red tassel pallu.",1460,Images/P806.jpg
P807,Women,Western Wear,Peplum Top,Lime Green,Casual,"XS, S, M, L, XL",Floral Block Print,Half Sleeve,Mandarin Collar,Cotton,Bohemian,"Lime green cotton peplum top with mandarin collar, blue and white floral block print.",810,Images/P807.jpg
P808,Women,Ethnic Wear,Kurta,Grey,Party and Wedding,Free Size/XXXL,Floral Hand Block Print,N/A,N/A,Cotton,Bohemian,"Grey cotton Kurta with pink and red floral hand block print, Rajasthani style.",1390,Images/P808.jpg
P809,Women,Western Wear,Blazer,Mint Green,Formal,"XS, S, M, L, XL",Solid,Full Sleeve,Notch Lapel,Polyester Blend,Slim Fit,"Mint green single-button blazer with notched lapels, sleek office-ready look.",890,Images/P809.jpg
P810,Women,Ethnic Wear,Saree,Teal Blue,Party and Wedding,Free Size/XXXXL,Buta,Sleeveless,Round Neck,Banarasi Silk,Traditional,"Teal blue Banarasi silk saree with gold zari circular buta motifs, red-gold border.",580,Images/P810.jpg
P811,Women,Ethnic Wear,Kurta,Red,Party and Wedding,Free Size,Floral Embroidered,NA,NA,Organza,Embroidered,Sheer red organza Kurta with delicate floral embroidery and scalloped border.,1850,Images/P811.jpg
P813,Women,Ethnic Wear,Saree,Navy Blue,Party and Wedding,Free Size/XXL,Floral Embroidered,NA,NA,Chiffon,Embellished,Navy blue chiffon saree with tonal floral thread embroidery on pallu and border.,860,Images/P813.jpg
P814,Women,Ethnic,Saree,Red,Party and Wedding,Free Size,Solid,Sleeveless,V-Neck,Georgette,Contemporary,"Elegant solid red georgette saree with sleeveless blouse, V-neckline.",1540,Images/P814.jpg
P815,Women,Western,Shrug,Rust,Casual,"S, M, L, XL",Solid,Full Sleeve,Shirt Collar,Polyester,Contemporary,Long rust-colored open-front shrug with shirt collar and full sleeves.,3700,Images/P815.jpg
P816,Women,Ethnic,Saree,Yellow,Party and Wedding,Free Size/XXL,Bandhani,Short Sleeve,Round Neck,Art Silk,Traditional,Vibrant yellow bandhani print saree with green striped border and pallu.,1220,Images/P816.jpg
P817,Women,Western,Skirt,White,Casual,"XS, S, M, L, XL/XXXL",Self Design,NA,NA,Cotton,Bohemian,"White cotton midi skirt with raised self-design dots, tiered ruffle hem.",2690,Images/P817.jpg
P818,Women,Ethnic,Palazzo,Black,Casual,"S, M, L, XL, XXL",Solid,NA,NA,Cotton,Casual,Solid black cotton palazzos with elasticated waistband and side pockets.,3090,Images/P818.jpg
P819,Women,Ethnic Wear,Lehenga Choli Set,Mint Green,Party and Wedding,"S, M, L, XL",Embroidered with Mirror Work,Short Sleeves,Square Neck,Georgette,Traditional,"Mint green lehenga choli with mirror work detailing, ornate border work.",1550,Images/P819.jpg
P820,Women,Ethnic Wear,Kurti,Dark Green,Casual,"S, M, L, XL, XXL",Floral Printed,Three-Quarter Sleeves,Round Neck,Cotton,A-Line,"Dark green cotton kurti with vibrant red and cream floral print, gathered empire waist.",6880,Images/P820.jpg
P821,Men,Bottomwear,Trousers,Black,Casual,"28, 30, 32, 34, 36, 38/XXXXL",Glitter,N/A,N/A,Polyester Blend,Wide Leg,"Black wide-leg trousers with subtle glitter finish, elasticated waistband.",1100,Images/P821.jpg
P822,Women,Ethnic Wear,Kurti,White,Casual,"S, M, L, XL",Floral Printed,Three-Quarter Sleeves,V-Neck,Cotton,Peplum,"White cotton kurti with red and blue floral block print, empire waist, peplum hem.",1500,Images/P822.jpg
P823,Women,Ethnic Wear,Saree,Teal Green,Party and Wedding,Free Size,Solid with Zari Border,Cap Sleeves,V-Neck,Silk,Traditional Woven,"Teal green silk saree with pink and gold zari border, traditional woven motifs.",2740,Images/P823.jpg
P824,Women,Bottomwear,Joggers,Black,Casual,"XS, S, M, L, XL/XXXL",Solid,NA,NA,Cotton Blend,Athleisure,"Black jogger pants with elasticated drawstring waist, side pockets, ribbed ankle cuffs.",4530,Images/P824.jpg
P825,Women,Ethnic Wear,Vest Jacket,Navy Blue,Party,"S, M, L, XL/XXL",Embroidered,Sleeveless,V-Neck,Velvet,Indo-Western,Navy blue velvet sleeveless vest jacket with gold zari embroidery.,1060,Images/P825.jpg
P826,Women,Ethnic Wear,Kurta,Pink,Party and Wedding,"XS, S, M, L, XL",Chikankari,Three-Quarter,Keyhole,Georgette,Ethnic,"Pink chikankari embroidered kurta with keyhole neckline, paired with white palazzos.",1650,Images/P826.jpg
P827,Women,Bottomwear,Jeans,Blue,Casual,"26, 28, 30, 32, 34",Solid,NA,NA,Denim,Western,"Light blue washed denim flared jeans with distressed details, high-rise waist.",3490,Images/P827.jpg
P828,Women,Topwear,Sweater,Dusty Pink,Casual,"XS, S, M, L, XL/XXXXL",Solid,Full Sleeve,Crew Neck,Cotton Blend,Western,"Dusty pink crew neck sweater with full sleeves, ribbed hem and cuffs.",6770,Images/P828.jpg
P829,Women,Bottomwear,Skirt,Black,Casual,"S, M, L, XL/XXL",Solid,NA,NA,Polyester Blend,Contemporary,Black wrap-style mini skirt with asymmetric front overlay and metallic button details.,1660,Images/P829.jpg
P830,Women,Ethnic Wear,Saree,Yellow,Party and Wedding,Free Size/XXXL,Striped,NA,NA,Silk Blend,Traditional,Mustard yellow silk saree with purple striped patterns and zari border detailing.,720,Images/P830.jpg
P831,Women,Ethnic Wear,Lehenga Choli,Black,Party and Wedding,"S, M, L, XL/XXXL",Floral,Short,Round,Net,Contemporary Ethnic,Black net lehenga choli with intricate floral embroidery and sequin embellishments.,4470,Images/P831.jpg
P832,Women,Outerwear,Jacket,Black,Casual,"XS, S, M, L, XL",Quilted,Full,Stand,Nylon,Casual,Black lightweight quilted puffer jacket with full front zipper and stand collar.,1280,Images/P832.jpg
P833,Women,Ethnic Wear,Kurta,Pink,Party and Wedding,"S, M, L, XL",Solid,Three-Quarter,Round,Cotton Blend,Contemporary Ethnic,Pink cotton kurta with silver threadwork embroidery on yoke and sleeve cuffs.,1360,Images/P833.jpg
P834,Women,Bottomwear,Shorts,Sage Green,Casual,"XS, S, M, L, XL",Solid,N/A,N/A,Cotton Blend,Relaxed Fit,Women casual drawstring shorts in sage green with relaxed fit.,1650,Images/P834.jpg
P835,Women,Western Wear,Romper,Orange-Yellow Gradient,Party,"XS, S, M, L, XL/XXXXL",Gradient,Short Sleeves,Lapel Collar,Satin,Trendy,Women satin romper with orange-yellow gradient and lapel collar.,1500,Images/P835.jpg
P836,Women,Ethnic Wear,Kurta,Maroon,Party and Wedding,"S, M, L, XL/XXXXL",Embroidered,Three-Quarter Sheer,Round Neck,Georgette,Ethnic,Women maroon embroidered kurta with sheer sleeves.,580,Images/P836.jpg
P837,Women,Outerwear,Jacket,Brown,Casual,"XS, S, M, L, XL",Solid,Long Sleeves,Notched Lapel,Faux Suede,Biker,Women brown faux suede biker jacket with silver hardware.,1770,Images/P837.jpg
P838,Women,Ethnic Wear,Saree,Orange,Party and Wedding,Free Size,Embroidered,Short Sleeves,Round Neck,Net,Traditional,Women orange net saree with gold border and sequin work.,950,Images/P838.jpg
P839,Women,Western Wear,Jacket,Grey,Casual,"XS, S, M, L, XL",Solid,Full Sleeve,Hooded,Cotton Blend,Casual,"Grey hooded jacket with white full sleeves, button-front closure, drawstring hood.",1900,Images/P839.jpg
P841,Women,Indian Wear,Saree,Pink,Party and Wedding,Free Size,Polka Dots,N/A,N/A,Cotton,Contemporary,"Magenta pink cotton saree with bold black polka dots, tassel detailing.",1870,Images/P841.jpg
P842,Women,Western Wear,Hoodie,Black,Casual,"XS, S, M, L, XL",Color Block,Full Sleeve,Hooded,Cotton Blend,Streetwear,"Black cropped hoodie with pink color-block panels, drawstrings, elastic hem.",1350,Images/P842.jpg
P844,Women,Topwear,Sweatshirt,Mustard Yellow,Casual,"XS, S, M, L, XL/XXL",Solid,Long Sleeves,Round Neck,Cotton Blend,Regular Fit,"Solid mustard yellow sweatshirt with ribbed round neckline, long sleeves.",5140,Images/P844.jpg
P846,Women,Bottomwear,Skirt,Olive Green,Formal,"XS, S, M, L, XL",Solid,N/A,N/A,Satin,A-Line,Olive green satin pleated midi skirt with elastic waistband.,1440,Images/P846.jpg
P848,Women,Topwear,Hoodie,White,Casual,"S, M, L, XL, XXL",Printed,Long Sleeves,Hooded,Cotton Fleece,Oversized Fit,"White oversized hoodie with Women in Space graphic, drawstring hood.",1330,Images/P848.jpg
P849,Women,Western Wear,Jumpsuit,Blue,Casual,"S, M, L, XL, XXL",Printed,Sleeveless,Scoop Neck,Rayon,Bohemian,Blue printed sleeveless jumpsuit with paisley and floral patterns.,3050,Images/P849.jpg
P850,Women,Ethnic Wear,Saree,Beige,Party and Wedding,Free Size,Woven,Three-Quarter Sleeve,Round Neck,Cotton,Traditional,Beige cotton saree with vibrant pink border and kolam/rangoli motifs.,1050,Images/P850.jpg
P851,Women,Ethnic Wear,Saree,Purple,Party and Wedding,Free Size,Woven,Short Sleeve,Round Neck,Silk,Banarasi,Rich purple Banarasi silk saree with gold zari buttas and ornate border.,6550,Images/P851.jpg
P852,Women,Ethnic Wear,Kurta Set,Grey,Party and Wedding,"S, M, L, XL, XXL",Floral Print,Three-Quarter Sleeve,Round Neck,Cotton,Indo-Western,"Grey cotton anarkali kurta set with pink and teal floral prints, striped dupatta.",510,Images/P852.jpg
P853,Women,Ethnic Wear,Saree,Orange,Party and Wedding,Free Size/XXL,Self-Design,Sleeveless,Sleeveless,Silk,Kanjivaram,Lustrous orange Kanjivaram silk saree with green border and gold zari.,1600,Images/P853.jpg
P854,Women,Ethnic Wear,Kurti,Beige,Casual,"S, M, L, XL, XXL",Floral,Half Sleeve,Round Neck,Cotton Blend,Hi-Low Hem,"Beige kurta with floral embroidery, hi-low asymmetric hemline.",5770,Images/P854.jpg
P855,Women,Ethnic Wear,Kurti,Coral,Casual,"S, M, L, XL, XXL",Solid,Elbow Length Sleeve,Round Neck,Cotton,Straight Fit,Coral pink cotton kurta with pintuck detailing on the yoke.,7670,Images/P855.jpg
P856,Women,Western Wear,Co-ord Set,Olive Green,Party,"XS, S, M, L, XL/XXL",Textured,Sleeveless,Halter Neck,Viscose Blend,Bodycon,Olive green halter neck crop top and matching midi pencil skirt co-ord set.,910,Images/P856.jpg
P857,Women,Ethnic Wear,Shawl,Black,Ethnic,Free Size/XXXXL,Block Print,N/A,N/A,Wool Blend,Traditional,Black and rust red block-printed shawl with Ajrakh-style motifs.,2630,Images/P857.jpg
P859,Women,Western Wear,Top,Black,Casual,"S, M, L, XL",Solid,Sleeveless,Scoop Neck,Cotton Blend,Ribbed Button-Front,"Black ribbed sleeveless top with front button placket, relaxed fit.",1160,Images/P859.jpg
P860,Women,Ethnic Wear,Saree,Red,Party and Wedding,Free Size/XXXL,Woven,Sleeveless,N/A,Silk,Banarasi,Red Banarasi silk saree with gold zari woven motifs and border.,1590,Images/P860.jpg
P861,Women,Ethnic Wear,Lehenga Choli,Peach,Party and Wedding,"S, M, L, XL",Embroidered,Sleeveless,V-Neck,Net and Silk,Embroidered with Ruffles,"Peach net lehenga choli with heavy embroidery, ruffle hem.",670,Images/P861.jpg
P862,Women,Western Wear,Jacket,Olive Green,Casual,"S, M, L, XL",Solid,Full Sleeve,Mandarin Collar,Polyester,Bomber,"Olive green bomber jacket with navy blue stripe accents, full zip.",1060,Images/P862.jpg
P863,Women,Ethnic Wear,Suit Set,Pink,Party,"S, M, L, XL/XXXXL",Floral Embroidered,Three-Quarter Sleeve,Round Neck,Chiffon,Embroidered,"Light pink chiffon suit set with floral embroidery, scalloped border dupatta.",630,Images/P863.jpg
P864,Women,Ethnic Wear,Kurta Set,Brown,Party and Wedding,"S, M, L, XL, XXL",Embellished,Three-Quarter Sleeves,Boat Neck,Cotton Blend,Traditional,Brown cotton blend kurta set with mirror work embroidery on the yoke.,3230,Images/P864.jpg
P865,Women,Ethnic Wear,Kurta,Beige,Party and Wedding,"S, M, L, XL, XXL",Chevron,Full Sleeves,Mandarin Collar,Rayon,Contemporary,Beige rayon kurta with zigzag chevron print and purple floral sleeves.,1180,Images/P865.jpg
P866,Women,Western Wear,Jumpsuit,Blue,Casual,"XS, S, M, L, XL/XXL",Solid,Cap Sleeves,Square Neck,Denim,Indo-Western,"Blue denim jumpsuit with distressed rip details, self-tie belt.",2690,Images/P866.jpg
P869,Women,Bottomwear,Hoodie,Blue,Casual,"S, M, L, XL",Solid,Long Sleeves,Hood,Cotton Blend,Streetwear,"Light blue hooded sweatshirt with kangaroo pocket, drawstrings.",1720,Images/P869.jpg
P870,Women,Ethnic,Saree,Yellow,Party and Wedding,Free Size,Woven,Sleeveless,Round Neck,Art Silk,Traditional,"Mustard yellow art silk saree with golden zari border, self-woven checks.",830,Images/P870.jpg
P871,Women,Bottomwear,Shorts,Blue,Casual,"XS, S, M, L, XL",Solid,N/A,N/A,Denim,Casual,Washed blue denim shorts with elasticated drawstring waistband.,1490,Images/P871.jpg
P872,Women,Ethnic,Kurta,Yellow,Party and Wedding,"S, M, L, XL, XXL",Printed,Three-Quarter Sleeves,Round Neck,Cotton,Ethnic Contemporary,"Yellow cotton kurta with all-over leaf print, side slits.",6710,Images/P872.jpg
P873,Women,Westernwear,Shrug,Orange,Casual,"S, M, L/XXXXL",Self-Design,Long Sleeves,Open Front,Polyester Blend,Bohemian,"Multi-tonal crochet knit shrug in warm shades of orange, rust, mustard.",800,Images/P873.jpg
P874,Women,Ethnic,Lehenga Set,Black,Party and Wedding,"S, M, L, XL/XXXL",Sequinned,Sleeveless,Scoop,Net and Polyester,Sparkle,"Black sequined crop top with spaghetti straps, matching sequined lehenga skirt.",820,Images/P874.jpg
P875,Women,Western,Jumpsuit,Blue,Casual,"XS, S, M, L, XL",Solid,Full Sleeve,Collared,Denim,Streetwear,Light blue denim jumpsuit with full-length zipper and cropped denim jacket.,1370,Images/P875.jpg
